"t_pubs_citations","SchoolRank","h_index","t_deflated_nsf","num_nsf","t_deflated_nih","num_nih","PRCentrality","BetCentrality","KDirect","Chi","XDIndicator","Y05yr"
2982,19,29,3966597,11,0,0,0.000265824078517558,2525.07903825401,10,0.0597014925373134,"CS",1995
5819,68,38,2218034,10,0,0,0.000131944297671349,1309.08677846672,4,0.6,"XD",1990
998,1,15,327085,1,0,0,0.000118299721949257,237.354306761115,4,0.459459459459459,"CS",2000
1130,42,12,0,0,2672027,10,6.68730699646244e-05,0,1,0.217391304347826,"BIO",1995
1757,55,23,527057,2,0,0,7.59985019315078e-05,0,1,0.0403225806451613,"BIO",1970
12326,13,61,7010087,13,0,0,0.000442762273626106,5522.75509957049,18,0.0654205607476635,"CS",1990
16012,38,38,0,0,3806703,19,0.000407844408717459,9425.25428431441,12,0.149501661129568,"XD",1995
20063,1,76,7385681,16,0,0,0.000343626487254244,10543.979152672,14,0.130434782608696,"XD",1985
10895,20,74,0,0,0,0,0.000228064886692463,3424.56749644539,10,0.150326797385621,"CS",1975
2625,14,19,0,0,0,0,0.000253601347349288,2931.81724775475,8,0.292682926829268,"BIO",2005
92,9,6,0,0,0,0,0.000173054278009612,811.39873248874,5,0.0833333333333333,"CS",2000
8395,55,33,3290690,9,0,0,0.000235008197024891,4269.15630311421,6,0.0691823899371069,"BIO",1990
1985,34,25,3693422,15,0,0,0.000287706653202885,4919.75315194337,7,0.108910891089109,"XD",1985
4124,34,43,0,0,0,0,0.000513625552842679,11952.6631772246,23,0.0766283524904215,"CS",1995
5765,7,33,0,0,6191239,31,0.000291940816674285,7681.48247020172,3,0.172043010752688,"BIO",1990
19113,1,51,5836729,3,0,0,0.000623160395424732,17121.1766198774,31,0.349358974358974,"XD",1990
31342,1,94,0,0,1329160,9,0.000271927207815318,7046.74969685319,7,0.122916666666667,"BIO",1975
273,55,9,0,0,0,0,8.42705809143474e-05,0,2,0.747368421052632,"XD",2010
2195,55,8,0,0,326110,3,0.000226725116651228,224.721243749556,8,0.5,"BIO",2000
10640,6,51,15635109,13,0,0,0.000238795862161084,3093.72771286263,9,0.0774193548387097,"CS",1990
3907,5,32,2659630,8,0,0,0.000349704365207998,4716.14843796478,15,0.201834862385321,"CS",1990
2760,68,38,2817499,11,0,0,0.000219744791791557,4741.59079572507,5,0.0166666666666667,"BIO",1995
6667,42,51,366784,1,15809067,54,0.00031598956059999,7636.79978846397,8,0.257234726688103,"XD",1980
4305,6,21,0,1,0,0,0.000185596065890873,957.116672054176,8,0.15,"CS",1995
6535,55,21,1382894,4,8594559,2,0.000263606410198113,2712.4529789498,9,0.319727891156463,"BIO",2000
56781,34,123,15502454,16,0,0,0.000589580488923644,34408.5078802073,19,0.138429752066116,"XD",1975
3709,55,33,1476121,6,0,0,0.000207914726619961,3871.74391050089,5,0.164893617021277,"BIO",1980
514,9,30,894034,3,0,0,0.000321821430966833,10503.2502322826,12,0.322916666666667,"XD",2010
611,26,9,0,0,0,0,0.000198948660643004,913.238158444973,6,0.48,"BIO",2000
33089,8,92,13301795,20,0,0,0.000743881039886552,19135.1329956055,37,0.125319693094629,"CS",1990
4882,63,16,1797968,3,0,0,0.000245803361463455,3911.39151927072,9,0.180327868852459,"CS",2005
1183,11,15,1226569,4,0,0,0.000256410256410256,0,1,0.222222222222222,"BIO",1995
406,7,12,0,0,0,0,0,0,0,0.129032258064516,"BIO",2000
4955,55,42,17810221,14,2853056,16,0.000405307346029549,13319.7747609718,11,0.175879396984925,"BIO",1990
4231,8,23,920545,3,0,0,0.000174833324191644,1604.62341648606,7,0.125,"CS",2000
718,55,12,0,0,0,0,0.00017091904827309,3867,2,0.0875,"BIO",1995
5641,26,41,915560,2,0,0,0.000417736334523148,3739.0024768899,13,0.174089068825911,"XD",1995
7116,5,50,0,0,5851172,21,0.000339894388360732,8073.18459337333,10,0.119565217391304,"BIO",1985
294,19,7,571820,3,0,0,0.000256410256410256,0,1,0.105263157894737,"BIO",2005
937,55,17,0,0,0,0,6.41202144555547e-05,0,1,0.408239700374532,"XD",2000
18307,1,73,7628991,17,0,0,0.000207381324503873,1310.30897551131,8,0.076530612244898,"CS",1990
1080,55,16,0,0,0,0,0,0,0,0.0689655172413793,"BIO",1965
11617,18,60,6219494,18,0,0,0.000243972060584004,2096.48474927878,7,0.089622641509434,"BIO",1975
22466,15,79,2108751,5,0,0,0.000609345403456135,33871.5855649259,22,0.654121863799283,"XD",1985
5338,34,30,1722961,6,0,0,0.000278064231241933,5235.7984969095,7,0.144144144144144,"BIO",1985
814,11,7,0,0,0,0,0.000125628132528684,0,1,0,"BIO",2005
142,14,7,0,0,0,0,0.000108506999113476,0,1,0.210526315789474,"BIO",2005
2356,63,23,729255,5,0,0,0.000205788232537031,5109.11496948276,5,0.200980392156863,"CS",1960
2849,29,25,0,0,0,0,0.000106322786829078,132.096280575446,3,0.0833333333333333,"CS",1980
18365,1,60,4497988,7,0,0,0.000697860047344464,17368.9882698819,35,0.114068441064639,"CS",1990
7629,11,59,4861441,11,0,0,9.32432886195367e-05,525.064053168659,2,0.135514018691589,"BIO",1965
1227,30,19,301249,1,947447,9,0.000195319823539909,3867,2,0.0862068965517241,"BIO",2000
711,11,15,1005507,3,158085,3,0.000132032683685652,158.115252047549,2,0.1,"BIO",2000
6276,20,40,4944339,8,0,0,0.000110540754178735,103.323755998123,3,0.0616438356164384,"CS",1990
3046,50,24,3714098,2,0,0,8.45660213482215e-05,18.1639125648383,2,0.360655737704918,"XD",1990
429,1,13,420954,1,0,0,9.72004638841176e-05,312.901633012594,2,0,"CS",2005
9485,1,49,1837957,5,0,0,0.000509020972692255,8535.2380430096,23,0.142857142857143,"CS",1995
1520,13,20,0,0,0,0,0.00011490287872255,364.457244396583,3,0.214285714285714,"CS",2000
314,55,9,0,0,0,0,7.2923444217709e-05,0,1,0.263157894736842,"BIO",2000
7771,29,48,4174846,7,0,0,0.000272488351693932,6417.26733941136,11,0.064,"CS",1980
5567,19,33,591400,4,0,0,0.000427561344589815,10502.0188778028,14,0.115384615384615,"BIO",2000
13222,1,62,4779902,10,0,0,0.000291373658898042,2820.19363861111,8,0.0867208672086721,"BIO",1995
8265,50,51,7037340,33,0,0,0.000496091196252155,15553.8342186223,16,0.0826086956521739,"BIO",1970
1599,34,19,365644,2,0,0,0.000247198924174376,1572.11465589347,10,0.161290322580645,"CS",1990
1873,70,24,0,0,0,0,0.00013830597665574,3310.82292934668,4,0.448275862068966,"CS",2000
167,34,8,0,0,0,0,0.000148097638885648,3867,2,0.217391304347826,"XD",2005
9478,6,45,11636446,13,0,0,0.000522041302377473,14124.5209863168,20,0.486772486772487,"XD",1995
1253,7,20,0,0,303600,3,0.000113853401406277,2669.55926946021,2,0.141666666666667,"XD",2005
500,25,14,0,0,123205,1,0,0,0,0.121212121212121,"BIO",2005
5177,29,26,0,0,0,0,0.00012478454234446,385.704410039821,4,0.0872093023255814,"CS",2010
4224,40,29,5864714,9,0,0,0.000123568716397634,393.309598267138,4,0.135593220338983,"CS",1985
1340,55,14,0,0,0,0,6.37198841279416e-05,0,1,0.09375,"BIO",2000
2151,29,25,1881179,5,0,0,0,0,0,0.0675675675675676,"CS",1975
1262,55,19,0,0,0,0,0.000106299354079672,242.906532040801,2,0.0328947368421053,"BIO",1970
3278,26,32,1784320,4,0,0,0.000159598025562687,852.322525294621,5,0.514124293785311,"XD",1990
534,60,10,24871,2,0,0,0.000140520589405631,173.000621049095,4,0.276073619631902,"XD",2005
4472,14,38,6890939,18,0,0,9.3160252850784e-05,0,2,0.0729166666666667,"BIO",1975
4623,55,30,11580911,6,0,0,0.000557701912326667,18239.4539891557,22,0.558823529411765,"XD",1995
7480,48,42,5601778,8,0,0,0.000363571376419153,6021.88500898815,15,0.1,"CS",1995
10351,50,25,0,0,0,0,0.000252679978199722,1086.17980601652,7,0.0235849056603774,"BIO",2000
3717,52,38,0,0,0,0,0.000244820700244472,5420.16351246933,8,0.0671140939597315,"XD",1990
13968,70,59,0,0,0,0,0.000236393800628352,516.678849421314,6,0.12037037037037,"CS",1985
1994,52,21,10559479,7,0,0,0.00027031299503386,5686.90026945974,9,0.278688524590164,"CS",2005
11459,9,51,6153476,11,0,0,0.000179439635555207,2166.98404531049,6,0.11214953271028,"CS",1970
165,38,8,0,0,0,0,8.58311083125571e-05,0,1,0.0576923076923077,"BIO",2005
24794,1,68,10236600,10,0,0,0.000396692655018873,7897.74575099754,17,0.14344262295082,"CS",1970
12867,1,53,949995,3,7134015,33,0.000264773213370857,3641.99937597478,7,0.550335570469799,"XD",1980
6617,6,23,4284421,7,0,0,0.000443990083095398,7428.73571389213,22,0.115702479338843,"CS",1995
5987,40,44,1854801,9,0,0,0.000321205046510018,12252.8830404657,11,0.180645161290323,"XD",1990
45850,1,87,3089222,7,0,0,0.000398331815403086,4519.17549832626,16,0.125,"CS",1980
4588,15,32,3510104,10,0,0,0.000338880520704501,3782.68754480436,13,0.110236220472441,"CS",1995
2103,56,23,0,0,0,0,0.000148757720681198,551.545005133787,5,0.128,"CS",2005
9391,1,36,0,0,439435,2,0.000494694130311824,7887.20886264166,21,0.522251308900524,"XD",2000
1771,34,9,0,0,5321738,11,0,0,0,0.111111111111111,"BIO",1995
4972,34,37,2173025,7,0,0,0.000178594946878298,981.583387600079,5,0.186915887850467,"CS",1995
7030,34,39,10274853,8,0,0,0.000550702780333746,14554.7840185767,20,0.543046357615894,"XD",2000
2587,42,25,0,0,2229859,12,0,0,0,0.04,"BIO",1990
83,1,4,0,0,0,0,0.000100331846216153,0,1,0.0625,"CS",2005
9389,9,43,3872153,10,0,0,0.000343779327199435,9140.07384025877,15,0.159235668789809,"CS",1995
2592,68,33,0,0,6065966,33,6.44841925460595e-05,0,1,0.0657370517928287,"BIO",1990
735,18,17,1359955,8,0,0,0.000126760006300277,279.112438520033,3,0.0985915492957746,"BIO",1990
4519,19,38,0,0,0,0,0.000254759241209706,2336.61416583454,10,0.111111111111111,"CS",1995
2318,42,28,3398862,2,1910446,8,0.000129758605053052,599.747551998144,3,0.108974358974359,"BIO",1990
3905,34,35,537765,4,0,0,0.000202832004559586,458.326148190998,8,0.0303030303030303,"CS",1990
6498,5,39,0,0,0,0,0.000291083631925226,6968.91559392121,9,0.0747663551401869,"BIO",1965
1342,30,19,3228089,7,0,0,0.000156605213749458,3617.02283291707,3,0.188405797101449,"BIO",1995
6119,34,50,4362261,12,10107902,22,0.000922119593900832,91867.9210034987,37,0.452261306532663,"XD",1980
1466,5,12,0,0,0,0,0,0,0,0.0392156862745098,"BIO",2005
206,1,9,2476985,2,0,0,0,0,0,0,"CS",1985
2825,9,29,468016,1,6532198,13,0.000223854061548933,810.407222601919,6,0.0967741935483871,"BIO",2000
3346,11,30,0,0,0,0,7.13821162366968e-05,0,1,0.163551401869159,"XD",1995
18625,29,42,1294764,2,619250,3,0.000449813872517835,10398.5698057094,18,0.896644295302013,"XD",2000
3021,55,19,0,0,0,0,0.000252482409636214,4429.41640076264,7,0.279279279279279,"BIO",1995
754,34,16,691705,7,0,0,0,0,0,0.032258064516129,"CS",2000
2996,1,18,755834,3,1291408,5,0.000101916564074078,194.796017517085,2,0.0909090909090909,"BIO",1990
14650,14,55,0,0,9768674,33,0.000145605533791127,1641.45395917955,3,0.119638826185102,"BIO",1990
12159,48,47,1988263,7,6938048,18,0.000214287328922489,2009.64334520009,7,0.228723404255319,"CS",1980
227,6,7,0,0,0,0,9.22777869955834e-05,0,2,0.0277777777777778,"CS",2010
8695,48,47,5565141,16,0,0,0.000117426464384038,2214.66160225854,2,0.157608695652174,"XD",1990
5700,20,31,2156628,10,0,0,0.000211683692883483,4170.12987157305,8,0.12621359223301,"CS",1985
11685,1,57,660148,2,14634953,37,0.000154215436674484,776.041720064485,3,0.0931372549019608,"BIO",1980
14285,30,66,337704,1,0,0,0.000297217589065384,5461.89074432609,8,0.123076923076923,"BIO",1960
352,9,11,0,1,0,0,0.000137347476500697,138.080700013828,5,0.2,"CS",2000
6024,48,31,6254205,7,0,0,0.000304191279877795,1492.497025352,14,0.0571428571428571,"CS",1995
614,55,11,0,0,0,0,0.000165787484228138,12.8964366078803,3,0.0930232558139535,"BIO",2000
2238,70,28,4159060,8,738161,3,7.00237920756e-05,0,1,0.1125,"CS",1995
510,30,12,18440,2,0,0,0.00015711496514001,952.359760354998,4,0.0491803278688525,"BIO",2000
3166,48,26,4295246,14,0,0,0.000188207362570817,1413.30130000573,7,0.123456790123457,"CS",1995
12450,19,49,14233925,8,0,0,0.000221114646136661,2398.48285922935,6,0.151658767772512,"BIO",1990
4985,34,46,0,0,0,0,0.000239808026419151,4792.02672350951,7,0.231759656652361,"BIO",1995
2604,48,23,1924685,6,0,0,6.62270879778925e-05,0,1,0.0714285714285714,"CS",1990
319,42,11,0,0,0,0,0.000126918343330953,91.1391210837926,3,0.240740740740741,"BIO",2000
19986,34,69,5606184,11,0,0,0.000399417842469292,17617.8075770763,14,0.361031518624642,"XD",1985
1723,34,22,0,0,0,0,8.15839894142744e-05,304.180530332386,2,0.675675675675676,"XD",1975
2143,55,28,1563283,10,0,0,0.00010599214065948,92.0476762245784,2,0.0410958904109589,"BIO",1995
1253,5,11,0,0,1069348,6,0.000100769713252658,50.276405718476,2,0.152173913043478,"BIO",1995
813,20,14,0,1,0,0,0.000114245254839944,54.4263958711137,3,0.113924050632911,"CS",2005
3938,7,33,214636,1,1072052,8,0.000126877155086063,64.5604839270986,2,0.0995670995670996,"BIO",1995
1056,68,16,0,0,1643604,7,0.000241225436410748,2810.08122069144,9,0.576576576576577,"XD",2000
3793,55,38,1073510,3,8105700,25,0,0,0,0.0808080808080808,"BIO",1985
829,55,13,0,0,0,0,0.000106326561476786,0,1,0.1,"BIO",2005
9588,19,56,1870631,6,0,0,0.000331289368037392,12622.7966580781,8,0.140625,"XD",1980
3639,9,19,487370,1,0,0,0,0,0,0.0909090909090909,"BIO",1995
4210,14,34,293707,4,0,0,0.000152062353201058,131.934273709577,3,0.103260869565217,"BIO",1985
1215,63,19,0,0,0,0,0.000315459921131222,8504.13862985364,12,0.203065134099617,"XD",2000
42065,14,108,5585654,2,0,0,0.000415493128932466,25223.2496218001,14,0.129092609915809,"XD",1965
3498,42,33,4116339,7,0,0,8.90798481466333e-05,0,1,0.0919540229885057,"BIO",1970
9689,19,50,0,0,13092751,37,0.000194581817368375,5567.2456531348,5,0.114563106796117,"XD",1995
7111,38,45,4092736,5,971015,2,0.000162839102356405,4022.78060902249,4,0.424528301886792,"XD",1990
2792,7,26,411061,1,0,0,0,0,0,0.0416666666666667,"BIO",1970
13588,14,65,0,0,301690,9,0.000195729847614436,932.319593423078,4,0.0716510903426791,"BIO",1975
13315,26,50,9306,1,0,0,0.000215488352531201,4959.65664866183,5,0.144607843137255,"XD",1985
5577,42,44,0,0,0,0,0,0,0,0.0414201183431953,"BIO",1990
7343,30,40,1794333,3,5201575,20,0.000130529147966507,274.193611723145,3,0.0490196078431373,"BIO",1985
18530,30,75,15171779,35,2359741,26,0.000376241013860775,9343.71986056517,12,0.0423076923076923,"XD",1975
111054,1,175,0,0,50509837,82,0.000400839530771363,12957.6654982455,12,0.148387096774194,"XD",1965
16116,1,70,275999,1,13462753,42,0.000391578705618172,13353.8910671625,9,0.221606648199446,"XD",1990
2682,29,29,4595365,6,0,0,9.53734392457865e-05,68.1147303979609,2,0.160714285714286,"CS",1995
24818,1,92,92005,1,0,0,0.000220128712778072,1781.26614826922,6,0.0844444444444444,"BIO",1955
29230,1,93,7425273,6,0,0,0.00029981939348774,6588.48136490706,12,0.167464114832536,"XD",1990
1398,7,16,0,0,115006,4,0.000134133515810501,218.926103561914,3,0.178571428571429,"BIO",2005
6227,29,41,3645371,10,0,0,0.000244091417685786,4018.21848474024,9,0.0804597701149425,"CS",1985
36145,42,33,0,0,0,0,0.000524892686850221,10762.6136287203,20,0.303079416531605,"XD",2005
2821,30,33,5259968,14,0,0,0.000185990818636124,1556.49654211408,5,0.2152466367713,"XD",1975
6497,55,33,0,0,0,0,0.000248677115556311,5619.48836338179,6,0.185344827586207,"XD",1990
190,48,8,2106739,2,0,0,0.000168113993836589,7732,2,0.0175438596491228,"CS",1980
19186,14,77,1363320,6,15734162,53,0.000201116812639661,2634.18939599507,6,0.220183486238532,"XD",1980
611,42,13,0,0,0,0,0.000111069849577388,1127.60687699832,3,0.340425531914894,"XD",2005
1122,1,10,161000,1,0,0,8.16526857881468e-05,43.3268430105083,2,0.0666666666666667,"CS",2005
15779,9,55,0,0,16584282,43,0.000107101502207323,170.876671069085,2,0.0783132530120482,"BIO",1990
3341,14,34,0,0,13112651,38,0.000175409931478858,1643.09968383907,4,0.125786163522013,"BIO",1990
1541,70,22,13206754,13,2473384,12,0.000842328895799679,56426.3060883203,30,0.712719298245614,"XD",1995
5714,11,36,0,0,0,0,0.000217248971009983,1141.19843191396,6,0.125,"BIO",1975
10330,29,43,5030586,18,162349,4,0.000276423075153558,4640.12280658286,10,0.192857142857143,"XD",1985
6990,42,24,456420,3,11145264,11,0.000237935199076133,1282.78773468691,8,0.313380281690141,"BIO",2005
1573,38,19,0,0,0,0,0.000199589278827862,1824.93760527779,7,0.266211604095563,"XD",2005
2925,40,28,70638,1,0,0,0,0,0,0.1,"CS",1990
18392,34,66,5469430,13,0,0,0.000558474503739591,15137.4152801377,27,0.0736434108527132,"CS",1990
5302,29,36,6409007,28,0,0,0.00021859494270904,2223.6907682483,8,0.076530612244898,"CS",1975
22119,1,74,4554726,8,0,0,0.00048794816075945,16288.340611059,19,0.0966767371601208,"CS",1985
16689,5,64,30396674,23,0,0,0.000473456207078387,22363.297313286,21,0.122015915119363,"XD",1970
7652,14,39,7335924,7,0,0,0.000136399763717609,1392.64201283495,4,0.0995670995670996,"XD",1985
1342,42,23,214208,2,0,0,0.000183608937583864,1703.91236315975,4,0.0774193548387097,"BIO",1995
2143,48,28,5980251,9,0,0,6.68673113451443e-05,0,1,0.111111111111111,"CS",1990
1970,48,24,11183366,17,0,0,0.000107852637840611,231.85404207608,3,0.0677966101694915,"CS",1995
17464,67,67,360545,1,0,0,9.04892770368856e-05,0,2,0.0687960687960688,"CS",1965
5711,9,41,455169,5,2144369,10,0.000370919449050396,12112.8392632146,12,0.408163265306122,"XD",1990
4481,29,30,1686432,5,0,0,0.00019302475012559,2770.59117370428,7,0.317307692307692,"XD",1985
1792,55,19,3188479,4,0,0,9.4392707819448e-05,97.7397751053568,2,0.154929577464789,"BIO",1990
8163,1,28,352868,2,0,0,0.000109790717186058,138.986497642391,2,0.155172413793103,"XD",1995
1737,55,22,497610,1,0,0,0.000251819472296505,6321.38036581861,6,0.416370106761566,"XD",1990
16876,28,19,0,0,0,0,0.000121637548208675,35.1772259340005,4,0.520833333333333,"CS",2005
2478,60,23,1920299,3,0,0,8.19059303427876e-05,21.8829063343272,2,0.108695652173913,"CS",1990
5776,25,21,0,0,6452620,8,6.14305779932054e-05,0,1,0.136363636363636,"BIO",1995
3417,18,30,3065562,7,0,0,7.62301686794504e-05,0,1,0.0638297872340425,"BIO",1975
11604,19,57,8935722,23,0,0,0.000190890496623053,1924.28519678008,7,0.056,"CS",1990
3493,68,30,0,0,2296015,9,0.000175627254351328,1931.5547740009,4,0.106666666666667,"BIO",2000
237,42,11,0,0,0,0,5.99306087093558e-05,0,1,0.188679245283019,"XD",2005
7923,29,48,0,0,0,0,0.000299162997618932,1859.92256979237,12,0.121693121693122,"CS",1985
3446,19,11,0,0,393804,5,0.000118258358550661,801.895167174479,3,0.456140350877193,"XD",2000
722,55,15,695702,2,0,0,0.000278399299475156,15625.0581718856,4,0.125,"BIO",2005
1279,5,14,0,0,862697,5,0,0,0,0.0930232558139535,"BIO",1995
14552,68,41,1692775,3,0,0,9.5926964723408e-05,53.5632004923102,2,0.0921658986175115,"BIO",1980
3570,55,35,1132716,4,0,0,0.000160393652212411,1624.07791290233,4,0.115151515151515,"XD",1970
1401,70,18,2532342,7,0,0,0.000106610530453051,0,1,0.137254901960784,"CS",1990
10337,34,52,7084806,17,0,0,0.000417963862656931,8022.70361553679,17,0.207482993197279,"CS",1990
1742,68,24,0,0,0,0,0.000113587338738046,0,1,0.0540540540540541,"BIO",1980
16498,55,72,26177346,19,0,4,0.000500045439532623,21999.9966550841,15,0.0875,"BIO",1980
2362,48,19,2174746,6,0,0,0.000128381396201248,213.902867214501,5,0.0645161290322581,"CS",1995
6300,34,37,7197038,20,0,0,0.000213099076651991,1300.56588529434,9,0.0578947368421053,"CS",1975
9031,52,51,9328930,13,0,0,0.000532679128716591,17768.2449169378,23,0.148936170212766,"CS",1975
14638,34,45,133879486,13,11002074,5,0.000397047051192999,24071.537289304,15,0.539515279241307,"XD",1985
441,55,11,59227,4,0,0,7.02167176750894e-05,0,1,0.0645161290322581,"BIO",2005
18199,1,65,7260795,12,1421130,6,0.000455823711484495,20314.8752134265,19,0.148514851485149,"CS",1985
252,13,15,243725,3,0,0,6.36169647404931e-05,0,1,0.0967741935483871,"CS",2010
42183,15,93,4364008,10,0,0,0.000396343344812705,4751.69938616291,18,0.05,"CS",1985
13294,9,60,7254911,11,0,0,0.000596205974290696,19986.1385210315,24,0.116541353383459,"CS",1985
4457,55,35,1154058,3,0,0,0.000102420207734393,0,1,0.0778443113772455,"BIO",1995
402,38,10,0,0,0,0,0,0,0,0.0555555555555556,"BIO",2005
427,50,10,15178,1,0,0,7.21329855098482e-05,0,1,0.0833333333333333,"BIO",2010
6399,5,44,1733237,4,0,0,0.000509738194372103,9710.48417911265,23,0.176,"CS",1995
160819,42,203,0,0,0,0,0.000690078828448123,30397.4972643196,21,0.0893319523562921,"XD",1970
12140,9,54,3926462,8,2173105,9,0.000150503477648099,1645.28434371376,4,0.0735294117647059,"CS",1990
1291,14,20,0,0,1660991,9,0.000298716632878995,2170.25969005154,12,0.233128834355828,"XD",1995
15507,42,72,6287557,10,985703,3,0.000139758234884682,1576.03982828319,4,0.181286549707602,"XD",1975
897,19,9,0,1,0,0,0.000155740503338461,439.857096882776,4,0.220183486238532,"XD",2005
